text,text_clean,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
Idih nanya kok terakhir emange mo modar',idih memangnya modar,0,1,0,0,0,0,0,0,0,0,0,0
Fenomena nation branding korea selatan melalui citra girl band terhadap budaya konsumerisme abg menengah mikro kecil kebawah alias ayolah!,fenomena nation branding korea selatan citra girl band budaya konsumerisme abg menengah mikro alias ayolah,0,0,0,0,0,0,0,0,0,0,0,0
RT USER: USER USER USER USER USER USER USER USER USER USER\xe2\x80\xa6',,0,0,0,0,0,0,0,0,0,0,0,0
RT USER: SBY itu Grand Master Politik ga ada yg sanggup samain beliau. Jokowi ga ada apa-apanya. Ga pantes jadi presiden URL,susilo bambang yudhoyono grand master politik sanggup samakan beliau jokowi apanya presiden uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
USER USER USER USER Congor kamu layak di neraka!',congor layak neraka,1,1,1,0,0,0,0,0,1,1,0,0
"tahun 1953, komunis menyebut ulama dan para pendakwah dengan sebutan agen agama arab. bahkan dulu lebih keras. Fase saat ini, menyamakan semua agama sama, kemudian menyebut mabuk agama, lantas kekecewaan muncul dan akhirnya menganggap agama tak perlu.'",1953 komunis menyebut ulama pendakwah sebutan agen agama arab keras fase menyamakan agama menyebut mabuk agama lantas kekecewaan muncul menganggap agama,0,0,0,0,0,0,0,0,0,0,0,0
"USER USER bukan getah, itu ampas(?) \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",getah ampas,0,0,0,0,0,0,0,0,0,0,0,0
"Ciputra Life bersama MTF menawarkan produk Asuransi Xtra Protection untuk diri kamu, dengan manfaat pembayaran sisa total angsuran kredit apabila Tertanggung mengalami kecelakaan dan menyebabkan cacat tetap total dan kendaraan kamu tetap akan menjadi mil",ciputra life motif menawarkan produk asuransi xtra proteksi manfaat pembayaran sisa total angsuran kredit te anggung mengalami kecelakaan menyebabkan cacat total kendaraan mil,0,0,0,0,0,0,0,0,0,0,0,0
Artinya Harus Melalui Ekonomi :,a inya ekonomi,0,0,0,0,0,0,0,0,0,0,0,0
"Ketika orang-orang menawar rumah si Yahudi itu, ""jual saja tempat tinggalmu itu kepada kami.""\nYahudi itu berkata,\'saya akan jual rumahku ini dengan harga dua ribu dinar. Seribu dinar untuk harga rumahku dan seribu lagi karena aku bertetangga dengan Ibn",orang orang menawar rumah sih yahudi jual tinggalmu yahudi jual rumahku harga ribu dinar seribu dinar harga rumahku seribu be etangga ibn,0,0,0,0,0,0,0,0,0,0,0,0
"dukungan kepada Polri dlm melawan berita hoax, issu sara dan ujaran kebencian serta mendukung Polri utk mensukseskan Pilkada Serentak 2018 Aman dan damai",dukungan kepolisian republik indonesia melawan berita hoaks isu sara ujaran kebencian a mendukung kepolisian republik indonesia menyukseskan pilihan kepala daerah serentak 2018 aman damai,0,0,0,0,0,0,0,0,0,0,0,0
"Wahai para Hakim Lucu, Ada makanan bergizi nih,..sisa dari Local Standup Day kemaren USER ; ;",hakim lucu makanan bergizi nih sisa lokal stand up day kemarin,0,0,0,0,0,0,0,0,0,0,0,0
"USER Rezim nggilani, aneh, konyol. Dr kemarin acara rembuk aktivis 98 sampe yg ini, semua tontonan lawak. Yang semakin bikin ketawa, kedua acara dihadiri presiden.'",rezim menggilakan aneh konyol kemarin acara rembuk aktivis 98 tontonan lawak bikin tertawa acara dihadiri presiden,1,0,0,1,0,0,0,0,1,0,1,0
Yg benci muslim biasanya antek komunis. Puluhan tahun mrk bantai Muslim.,benci muslim antek komunis puluhan bantai muslim,1,0,0,1,1,1,0,0,0,0,1,0
RT USER Sudahlah kalo sampean ini mau cari-cari kesalahan dan kelemahan kpk yg ujung-ujungnya kpk bisa di bubarkan,sampean cari cari kesalahan kelemahan komisi pemberantasan korupsi ujung ujungnya komisi pemberantasan korupsi bubarkan,1,0,0,1,0,0,0,0,1,0,1,0
USER tapi nanti jadi kangen kristen-robert yg dulu:(',kangen kristen robe,0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Itu jaman dulu mas...Jaman skrng di seklh2 Kristen aja, teori evolusi tetap diijinkan utk diajarkan tanpa meninggalkan ajaran creationis..'",jaman mas jaman sekolah sekolah kristen teori evolusi diizinkan diajarkan meninggalkan ajaran creationis,0,0,0,0,0,0,0,0,0,0,0,0
RT USER: sementara itu kader USER membakar 7 sekolah. URL,kader membakar 7 sekolah uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
"Polisi Masih Selidiki Kasus Presiden #PKS, Punya Kemungkinan Tak Ada Unsur Pidana",polisi selidiki presiden partai keadilan sejahtera unsur pidana,0,0,0,0,0,0,0,0,0,0,0,0
Tindakan ekonomi: setiap usaha manusia yang dilandasi oleh pilihan yang paling baik dan paling menguntungkan.,tindakan ekonomi usaha manusia dilandasi pilihan menguntungkan,0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER si zonk banyak bacot',sih apes bacot,1,1,1,0,0,0,0,0,1,1,0,0
"Gubernur USER bertemu dg Menteri Dalam Negeri Kerajaan Maroko, Noureddine Boutayeb di Rabat (18 April 2018). Pertemuan bilateral tsb membahas banyak hal dan saling berbagi perkembangan ekonomi politik selama 20 tahun terakhir.; USER; ;",gubernur be emu menteri negeri kerajaan maroko noureddine boutayeb rabat 18 april 2018 pe emuan bilateral membahas berbagi perkembangan ekonomi politik 20,0,0,0,0,0,0,0,0,0,0,0,0
#8stmenfess to USER \n\nAqu sayank qmu. Kapan kita ngewe?\n\nFr : USER',8stmenfess to sayang ngewe nfr,0,1,0,0,0,0,0,0,0,0,0,0
cowo kalo lg ngentot kok ganteng bgt ya haha',cowok ngentot ganteng banget ya haha,0,1,0,0,0,0,0,0,0,0,0,0
Adatnye jelek..\nDia bisa jelekkin diri sendiri..\nSupaya ngelolosin yang dia maksud\nKayak Bom Bunuh Diri juga rupanya.. KACRUT LAH!',adatnya jelek menjelekkan meloloskan maksud kayak bom bunuh kacrut,1,1,1,0,0,0,0,0,1,1,0,0
"Jokowi Naik Motor Listrik, Produsen Motor Langsung Melirik Papua Presiden Joko W",jokowi motor listrik produsen motor langsung melirik papua presiden joko gue,0,0,0,0,0,0,0,0,0,0,0,0
"Masuk kelab malam pun ada â??etika pemakaianâ??. Masuk masjid yg terang2 paparkan etika pemakaian kau langgar. ; ; Pergi Iran boleh pula kelambu diri kau. Kau memahami adab &amp; budaya di sana. Apa beza beradab di sini dgn di sana? ; ; Nampak sgt kau sakit, k",masuk kelab malam etika pemakaian masuk masjid terang terang paparkan etika pemakaian langgar pergi iran kelambu memahami adab amp budaya beda beradab menampak sakit k,0,0,0,0,0,0,0,0,0,0,0,0
Pernah mendengar kisah Presiden Soekarno dan masjid yang ditutup pemerintah Uni Soviet? ; Mari simak informasi berikut! ; ; #NahdlatulUlama #IslamNusantara #Islam #NU #Aswaja #Soekarno #Indonesia #NikitaKruschev #UniSoviet,mendengar kisah presiden soekarno masjid ditutup pemerintah uni soviet mari simak informasi nahdlatul ulama islam nusantara islam nu aswaja soekarno indonesia nikita uni soviet,0,0,0,0,0,0,0,0,0,0,0,0
"entah semenjak libur jadi suka bangun jam 8 pagi. tapi untung ada tayangan ulang Roman Picisan. walaupun diulang tapi bapernya tetep dapet, ditambah pemerannya ka Bani USER makin baper.'",semenjak libur suka bangun jam 8 pagi untung tayangan ulang roman picisan diulang bawa perasaannya ditambah pemerannya kakak bani bawa perasaan,0,0,0,0,0,0,0,0,0,0,0,0
"USER USER pki,itu kan gaya pkiklau ada jambret pasti di pukul sampai mati,di kota padang aja jambret mati di pukul\n.\nUSER pki ini tolol menfitnah nya kok jambret tak di pukul sampai mati, menimal sampai rumah sakit, \n.\nklau menjadi",partai komunis indonesia gaya partai komunis indonesia jambret mati kota padang jambret mati partai komunis indonesia tolol memfitnah nya jambret mati minimal rumah sakit,1,1,1,0,0,1,0,0,0,1,0,0
semua sektor kacau adalah Fakta.. sampe2 pembunuh dibela.. mulai ga waras orang-orang di negeri ini Lengserkan Jokowi SegeraSI_MPR2017,sektor kacau fakta pembunuh dibela waras orang orang negeri lengserkan jokowi segerasi mpr2017,1,0,1,0,0,0,0,0,1,0,0,1
USER makanya otaknya diupgrade dong\n\nkan ena invisible bisa liat anu\n\nsaya mau jadi mas kunti aja bisa terbang',otaknya ditingkatkan ena invisible lihat anu mas kunti terbang,0,0,0,0,0,0,0,0,0,0,0,0
USER nanti malem ya kita nete yang \xf0\x9f\x98\x9,malam ya nete,0,1,0,0,0,0,0,0,0,0,0,0
USER nyinyir trussss!!! Dasar grup onta',nyinyir dasar grup onta,1,1,0,1,0,0,0,0,1,0,1,0
"USER \xe2\x80\x94berbincang dengan gadis itu.\n\nPandangan matanya sempat terhenti pada seorang pemuda bermata sipit yang juga sedang tersenyum manis sampai matanya hilang pada gadis itu, membuat Ai sedikit gugup lalu memalingkan tatapan wajahnya.\",gadis pandangan matanya terhenti pemuda bermata sipit tersenyum manis matanya hilang gadis ai gugup memalingkan tatapan wajahnya,0,0,0,0,0,0,0,0,0,0,0,0
USER Babi kaulahhh maju lu sini anjinggg!!',babi maju anjinggg,1,1,1,0,0,0,0,0,1,1,0,0
USER Ya ntar di rt di rw di lurah di camat di bupati sampai di gubernur sekalian ð???ð???,ya rukun warga lurah camat bupati gubernur,0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,,0,0,0,0,0,0,0,0,0,0,0,0
"Apapun hasilnya nanti, kita harus terus kedepankan semangat persatuan dan kesatuan utk kebangkitan Indonesia. Yang penting #2019GantiPresiden dan kalau bisa #2019GantiSistem agar tidak boleh lagi terjadi demokrasi yang barbar seperti sekarang ini.",apapun hasilnya kedepankan semangat persatuan kesatuan kebangkitan indonesia 2019 ganti presiden 2019 ganti sistem demokrasi barbar sepe i,1,0,0,1,0,0,0,0,1,0,1,0
OmMakarOm yanga Makar jelas Megawati... membiarkan cina-cina korup BLBI berada di PDIP ! Lengserkan Jokowi,om makar om ya makar megawati membiarkan cina cina korup bantuan likuiditas bank indonesia partai demokrasi indonesia perjuangan lengserkan jokowi,1,0,0,1,0,1,0,0,0,0,0,1
"USER katholik ya? berdoa pake rosario, sucikan diri sebelum masuk katerdral, terus puasa paskah kan ini?'",katolik ya berdoa pakai rosario sucikan masuk katedral puasa paskah,0,0,0,0,0,0,0,0,0,0,0,0
"pendatang Portugis ini mendirikan sekolah yang bertujuan memberikan pendidikan baca, tulis, dan hitung sekaligus mempermudah penyebaran agama katolik.'",pendatang po ugis mendirikan sekolah be ujuan pendidikan baca tulis hitung mempermudah penyebaran agama katolik,0,0,0,0,0,0,0,0,0,0,0,0
Tim seniman yang di pimpin oleh USER mencoba untuk membuat konsep jaket yang dapat mewakili ragam budaya Indonesia.; ; Pada bagian depan mnggambarkan peta Indonesia yang menggunakan nuansa Merah Putih.; Yang bermaknakan negara kita Indonesia memil,tim seniman pimpin mencoba konsep jaket mewakili ragam budaya indonesia menggambarkan peta indonesia nuansa merah putih bermaknakan negara indonesia memilih,0,0,0,0,0,0,0,0,0,0,0,0
RT USER USER Jangan tertipu oleh kepolosan USER . Rezim anti islam. Politic_ID,te ipu kepolosan rezim anti islam politic id,1,0,1,0,1,0,0,0,0,1,0,0
"Jika kalian semua kesepian, kamu akan belajar betapa hangat nya memiliki teman-teman."" -Fairy Tai'",kesepian belajar betapa hangat nya memiliki teman teman fairy tai,0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER Tak perlulah bermusuh dengan orang kafir selagi mereka tidak ganggu agama kita.. Kan baik kita rapat dengan orang kafir, tunjuk perangai baik dan berdakwah Islam dengan mereka...'",perlulah bermusuh orang kafir selagi ganggu agama rapat orang kafir perangai berdakwah islam,0,0,0,0,0,0,0,0,0,0,0,0
USER BBM naik harga sapa yang mau lewat jalan tol? Sapa yang mau naik pesawat? Jadinya sepi jalan tol dan bandara ga bisa balik modal akhirnya dijual yang beli asing dan Aseng \xf0\x9f\x98\x82\xf0\x9f\x98\x82',bahan bakar minyak harga sapa jalan tol sapa pesawat sepi jalan tol bandara modal dijual beli asing asing,0,0,0,0,0,0,0,0,0,0,0,0
Baru nonton tros part siha dan orang2 pada takut sama bong tae gyu gara2 peran dia pas jadi psikopat \xf0\x9f\x98\x82',menonton tros shihab orang orang takut bong tai gyu gara gara peran pas psikopat,0,0,0,0,0,0,0,0,0,0,0,0
Jejak = bekas tapak kaki; bekas langkah; bekas yang menunjukkan adanya perbuatan dan sebagainya yang telah dilakukan; Jejal = berjejal = penuh sesak; penuh hingga berasak-asak; ;,jejak bekas tapak kaki bekas langkah bekas perbuatan jejal berjejal penuh sesak penuh berasak asak,0,0,0,0,0,0,0,0,0,0,0,0
"Persis yang diajarkan bebrapa waktu terakhir ""perlakukanlah perempuan secara terhormat, muliahkanlah ia melebihi kemuliaan dirimu""; ; Assikalaibineng, Kitab Kamasutranya Orang Bugis",persis diajarkan perlakukanlah perempuan terhormat muliakanlah melebihi kemuliaan dirimu assikalaibineng kitab kamasutranya orang bugis,0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Dulu rejim BK kata ibu n bapak saya almarhum, dr rp.1000 menjadi rp.1\n\nOrang2 pada makan nasi jagung'",rejim buku almarhum rupiah 1000 rupiah 1 orang orang makan nasi jagung,0,0,0,0,0,0,0,0,0,0,0,0
TRI KAMPANG BGT SI',tri kampang banget sih,1,1,1,0,0,0,0,0,1,1,0,0
BACOT!! HOMO!! ANEH!! BANGSAT!! GOBLOK!! PEA!! BAJINGAN!! SENGKLEK!! RADA2!!\nTpi gua sayangghh aghh mhh',bacot homo aneh bangsat goblok peang bajingan sengklek rada rada gue sayang ah mhh,1,1,1,0,0,0,0,0,1,1,0,0
"Presiden USER menggelar rapat kabinet terbatas agenda ke dua, yang membahas percepatan pelaksanaan berusaha di #RakyatB3rsamaJKW",presiden menggelar rapat kabinet terbatas agenda membahas percepatan pelaksanaan berusaha rakyat jokowi,0,0,0,0,0,0,0,0,0,0,0,0
USER Oi brengsek lo~ URL,oi berengsek uniform resource locator,1,1,1,0,0,0,0,0,1,1,0,0
Detik2 menjelang mendalang SEMALAM SUNTUK di halaman Kemendagri 13 April lalu. Kenapa SEMALAMâ?¦,detik detik menjelang mendalang semalam suntuk halaman kementerian negeri 13 april semalam,0,0,0,0,0,0,0,0,0,0,0,0
Ada 204 Dugaan Pelanggaran ASN di Pilkada Sulawesi Tenggara,204 dugaan pelanggaran aparatur sipil negara pilihan kepala daerah sulawesi tenggara,0,0,0,0,0,0,0,0,0,0,0,0
USER Kebijakan dlm pengembalian brng yg cacat/rusak kpd konsumen dlm waktu 7 hr tnpa krumitan #HausMiniQuiz #HausID USER USER USER',kebijakan pengembalian barang cacat rusak konsumen 7 kerumitan haus mini quiz hausid,0,0,0,0,0,0,0,0,0,0,0,0
RT USER: USER gara2 belain terdakwa penista agama jadi remek semua. Sukurin,gara gara membela terdakwa penista agama remuk sukurin,1,0,1,0,0,0,0,0,1,1,0,0
"USER USER Betul, demikian karakteristik Hindu. Bahwa islam beda, pasti. Bahwa tdk bisa menilai ajaran islam dr sudut pandang hindu, pun sebaliknya, juga jelas. \nTapi krn ada yg bertanya : ada nggak Hindu Nusantara ? Ada banget. Bahkan bisa dikeci",karakteristik hindu islam beda menilai ajaran islam sudut pandang hindu be anya hindu nusantara banget dikeci,0,0,0,0,0,0,0,0,0,0,0,0
Selamat pagi. Selamat dan semangat beraktivitas. Salam 2 periode untuk Pak Jokowi â??â?¤ð???ð???ð???; ; Presiden Joko Widodo (Jokowi) tercatat sudah merampungkan 30 proyek strategis nasional (PSN) yang terhitung sejak 2016-2017. Apa saja?; #T3tapJokowi2019;,selamat pagi selamat semangat beraktivitas salam 2 periode jokowi presiden joko widodo jokowi tercatat merampungkan 30 proyek strategis nasional play station network terhitung 2016 2017 jokowi 2019,0,0,0,0,0,0,0,0,0,0,0,0
"USER Haram tuh, unsur najis nya masih tetap ada'",haram unsur najis nya,0,0,0,0,0,0,0,0,0,0,0,0
Ganyang PKI..ganyang PKI... Ganyang PKI !!!! URL,ganyang partai komunis indonesia ganyang partai komunis indonesia ganyang partai komunis indonesia uniform resource locator,1,0,0,1,0,1,0,0,0,0,0,1
USER biar makin panas alias babi kaaaaau\n wwkwkwkw\n\njangan becandain mamah gw',biar panas alias babi kaaaaau wkwk bercandai mamah gue,0,1,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER Siti goblok. Hidup di indon meminta sedekah. Lagi mau buat bising di Malaysia yang makmur dan kaya raya.',siti goblok hidup indon sedekah bising malaysia makmur kayak raya,1,1,1,0,0,1,0,0,0,1,0,0
"Serapat apapun kita menyembunyikan bangkai , lama kelamaan akan tercium juga .'",serapat apapun menyembunyikan bangkai tercium,0,0,0,0,0,0,0,0,0,0,0,0
"USER Terus sekarang kejadian lagi di aku. Aku sekarang sama yang katolik\xf0\x9f\x98\x82 even mama ngelarang, mungkin takut aku nggak bisa jaga pendirian. But i've told him that, i will do the exact thing that my parents do. If you don't, just for",kejadian katolik even mama melarang takut jaga pendirian but i ve told him that i will do the exact thing that my parents do if don t just for,0,0,0,0,0,0,0,0,0,0,0,0
"USER GUE BERLIPAT LIPAT.\n\nOGT LIDER KESAYANGAN YA, SKRG PADA KEMANA NICH PERGI KEBULAN NAEK ONTA?!'",gue berlipat lipat nogt pemimpin kesayangan ya kemana nih pergi onta,0,0,0,0,0,0,0,0,0,0,0,0
USER Bilangin sama mak Srimulyani ajah pak supaya THR si sontoloyo ini gak ditransfer',bilang mak sri mulyani tunjangan raya sih sontoloyo ditransfer,1,1,1,0,0,0,0,0,1,1,0,0
Teman tapi kampret semua ini namanya :(( URL,teman kampret namanya uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
"5. Presiden USER: Airport Kertajati yang bisa menampung kurang lebih 5,6 juta penumpang (tahap pertama) ini merupakan airport terbesar setelah Soekarno-Hatta #JokowiSelesaikanKertajati",5 presiden airpo ajati menampung 5 6 juta penumpang tahap pe airpo terbesar soekarno hatta jokowiselesaikanke ajati,0,0,0,0,0,0,0,0,0,0,0,0
USER Nitip mulu lo kacrut',menitip mulu kacrut,1,1,1,0,0,0,0,0,1,1,0,0
"USER pernah, bentuknya mirip titit bocah tk'",bentuknya titit bocah tk,0,1,0,0,0,0,0,0,0,0,0,0
USER USER USER modar jha lu-_',modar jiah,1,1,1,0,0,0,0,0,1,1,0,0
"Apalagi si Ruben idih banget dah, kemaren kemarwn blg ke Nikita gausa ladenin orang sarap. Sekarang gaada Nikita belain Lucinta yeuh dasar pantat wajan'",sih ruben idih banget kemarin kemarin bilang nikita meladeni orang sarap nikita membela lucinta jijik dasar pantat wajan,1,1,1,0,0,0,0,0,1,1,0,0
"USER Sebenernya siapa sih yang mempunyai hak untuk menyatakan bahwa orang itu kafir? Dan jika semua orang mempunyai hak, apa kriteria kafir itu?'",sih hak orang kafir orang hak kriteria kafir,0,0,0,0,0,0,0,0,0,0,0,0
Jika Wagub kyk gini Lengserkan PencitraanMeikarta USER USER USER USER USER USER USER,wakil gubernur kayak lengserkan pencitraanmeika a,1,0,1,0,0,0,0,0,1,1,0,0
pokonya harry next tour harus ke jakarta kalo ga titit nya gua sunat',pokoknya harry next tour jaka a titit nya gue sunat,0,1,0,0,0,0,0,0,0,0,0,0
USER makasih maho',terima kasih manusia homo,0,1,0,0,0,0,0,0,0,0,0,0
Perbedaan mendsr masy oposisi &amp; pro rejim adl masy yg pro rejim sgt yakin bhw org yg gemar ingkar janji itu adl org yg sgt amanah.',perbedaan mendasar masyarakat oposisi amp pro rejim masyarakat pro rejim orang gemar ingkar janji orang amanah,0,0,0,0,0,0,0,0,0,0,0,0
"Ya Allah, seorang hafidz nan mujahid saja bisa Kau angkat nikmat imannya berbalik murtad jika sudah ditetapkan murtad.\nApalagi hamba yang banyak cacat ini. Tak\npunya amal andalan.'",ya allah hafiz nan mujahid angkat nikmat imannya berbalik mu ditetapkan mu hamba cacat amal andalan,0,0,0,0,0,0,0,0,0,0,0,0
USER USER okokok',oke,0,0,0,0,0,0,0,0,0,0,0,0
"RT USER: USER untuk gw gak goblok:""&gt;'",gue goblok,0,1,0,0,0,0,0,0,0,0,0,0
RT USER: gangerti lagi sama TNI yg mau maunya ngewe Banci :(\nMnding buat tania aja itu TNI nya:* tania ksh memek URL,gange i tentara nasional indonesia maunya ngewe banci mending tania tentara nasional indonesia nya tania kasih memek uniform resource locator,1,1,0,1,0,0,0,1,0,0,1,0
"Nyalinya Gubernur Indonesia teruji kembali,Beliau berani melawan konglomerat2 hitam, sdgkan Gubernur sblmnya hanya berani pada rakyat kecil yg tdk berdaya #2019GantiPresiden;",nyalinya gubernur indonesia teruji beliau berani melawan konglomerat konglomerat hitam gubernur berani rakyat berdaya 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
USER Bangkai qm naq^_^',bangkai,1,1,1,0,0,0,0,0,1,1,0,0
USER Melatih bangsa ini biar terbiasa kalau ada bom. \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',melatih bangsa biar terbiasa bom,0,0,0,0,0,0,0,0,0,0,0,0
"USER Sumpah gw ngak bohong ya, gw kan kerja di pabrik feronikel milik rusia tp yg kerja kebanyakan org cina , gw jijik tuh ama joroknya mereka BAB ngak disiram, makan babi,ular,kadal. Dan paling bikin gw jengkel bau badannya masya allah ngak taha",sumpah gue bohong ya gue kerja pabrik feronikel milik rusia kerja kebanyakan orang cina gue jijik joroknya bab disiram makan babi ular kadal bikin gue jengkel bau badannya masya allah taha,1,1,0,1,0,1,0,0,0,0,1,0
USER gua mendadak budek',gue mendadak budek,0,0,0,0,0,0,0,0,0,0,0,0
"USER USER HALO HANI BANI SWITI!\n\nKarena Keela akunnya sedanq sakit kita syoppinknya berduaan ia&gt;&lt;\n\nKeela nunty cekeu cekeu sini ia?!\n\nMonggo, perkamennya suda siap Hani?!'",halo hani bani sweety keela akunnya sakit syoppinknya berduaan lt keela bibi cekeu cekeu silakan perkamennya hani,0,0,0,0,0,0,0,0,0,0,0,0
RT USER: Aku tak tau sukmawati\nYang kutau seorang pembaca puisi tak bernurani\nAku tak kenal sukmawati\nYang kukenal Iblis sedang m\xe2\x80\xa6',tau sukmawati tau pembaca puisi bernurani kenal sukmawati kenal iblis,1,1,1,0,0,0,0,0,1,1,0,0
PakDhe USER Berani Tidak Untuk Test DNA..?Agar Kami2 Yg Anti Pemerintah Percaya Klo PakDhe Bukan Keturunan Komunis..,pakde berani tes dna anti pemerintah percaya pakde keturunan komunis,1,0,1,0,0,0,0,0,1,1,0,0
USER USER USER USER USER USER USER USER hihihihi ciri khasnya cebong kacung klo udh dongok ya gini neh \xf0\x9f\x91\x86\xf0\x9f\x91\x86',hihi ciri khasnya cebong kacung dungu ya nih,1,1,0,1,0,0,0,0,1,0,1,0
"Ape tu ayat ringkas?\nBahasa makhluk aseng eaa?\n"" X "" "" gn "" "" assalam "" "" wassalam ""\n\nHahaha makin mengarut cara hidup korang ni'",ayat ringkas bahasa makhluk asing eak x assalam wassalam haha mengarut hidup korang nih,1,0,1,0,1,0,0,0,0,1,0,0
"sange hm, mas mainin memek adek dong sayang'",sange hem mas mainkan memek adik sayang,0,1,0,0,0,0,0,0,0,0,0,0
USER pdhl gampang yak klo gak mau disebut kafir ya udh syahadat aja',gampang ya kafir ya syahadat,0,0,0,0,0,0,0,0,0,0,0,0
Sisternet dan Kemendes PDTT Dorong Pemanfaatan Internet Tingkatkan Ekonomi Pedesaan,sisternet kementerian pedesaan pembangunan daerah tertinggal transmigrasi dorong pemanfaatan internet tingkatkan ekonomi pedesaan,0,0,0,0,0,0,0,0,0,0,0,0
Garuda sengaja di bangkrutkan biar bisa dikuasai Asing/Aseng (cina laknat). lengserkan USER . Garuda Bangkrut,garuda sengaja bangkrutkan biar dikuasai asing asing cina laknat lengserkan garuda bangkrut,1,0,0,1,0,1,0,0,0,0,0,1
USER Cukup Satu Periode Saja Indonesia Menjadi Negara Yang Gagal..; - Gagal Ciptakan 10jt Lap.pekerjaan; - Gagal Tdk Bagi2 Kekuasaan; - Gagal Tdk Akan Hutang Lagi; - Gagal Tdk Menaikan BBM; - USER Gagal Potong Kuping; insyaAllah; #2019G,periode indonesia negara gagal gagal ciptakan sepuluh juta lap pekerjaan gagal kekuasaan gagal hutang gagal menaikkan bahan bakar minyak gagal potong kuping insyaallah 2019 ganti presiden,1,0,0,1,0,0,0,0,1,0,1,0
USER OMOJY akun isi giveaway keakehan cocot harusnya aq memang disini sejak awal',omojy akun isi giveaway kebanyakan cocot,1,1,1,0,0,0,0,0,1,1,0,0
"USER Sumpah ya paling gasuka sama orang norak gini. \nKalau pengen berisik, sewa aja tuh satu studio! Gatau diri. Udik ew'",sumpah ya suka orang norak berisik sewa studio tau udik ngewe,1,1,1,0,0,0,0,0,1,1,0,0
USER Indahnya cocot...',indahnya cocot,0,1,0,0,0,0,0,0,0,0,0,0
"USER Yg tebar nyir nyir apa itu bukan seperti teroris, emang teroris cm indentik hanya bom ???'",tebar anjir anjir sepe i teroris teroris indentik bom,0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER Coba deh Mba...tanya sama Om M Taufik dari Gerindra....teman2 aseng nya ada brp banyak. Soalnya waktu pilkada DKI Om Taufik pernah tuh makan2 sama aseng di daerah jakarta utara. Dan kmrn waktu kampanye jug,coba deh mbak om taufik gerindra teman teman asing nya pilihan kepala daerah daerah khusus ibukota om taufik makan makan asing daerah jaka a utara kemarin kampanye,0,0,0,0,0,0,0,0,0,0,0,0
"Cuma mau ingatkan saja, agar berhati hati dalam bersosmed dan menyampaikan pendapat, jangan terperangkap dalam gaya komunikasi agresif provokatif.; Tetap berada dijalan yang benar dan tetap menggelagarkan #2019GantiPresiden ; ; Yang setuju RT dan Like yuk",ingatkan berhati hati bersosial media pendapat terperangkap gaya komunikasi agresif provokatif jalan mengelak 2019 ganti presiden setuju like yuk,0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER USER Duh lu goblok ya. Itu si nur sugik itu ngmg dalam acara apa? Ahok dlm acara apa? Emang ahok pernah ngmg ngentad ngentod jancok2? Yg ngasik ahok gelar siapa? A,aduh goblok ya sih nur sugik berbicara acara ahok acara ahok berbicara ngentot ngentot jancuk jancuk pagi ahok gelar a,1,1,1,0,0,0,0,0,1,1,0,0
"1. Proyek infrastruktur Pemerintah kembali bermasalah. Terbaru, proyek Jalan Tol Manado-Bitung di Tumaluntung, Kabupaten Minahasa Utara, Sulawesi Utara.",1 proyek infrastruktur pemerintah bermasalah terbaru proyek jalan tol manado bitung tumaluntung kabupaten minahasa utara sulawesi utara,0,0,0,0,0,0,0,0,0,0,0,0
"Rizal Ramli: Pasca Gubernur Baru, DKI Jakarta Lebih Sejuk dan Tenang",rizal ramli pasca gubernur daerah khusus ibukota jaka a sejuk tenang,0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Indonesia ini kan paling anti kalo ungkit2 pki tu kan masa, begitupun jga cari presiden janga ada kaitan buruk di masa dari masa lalu! #hanyaitusajasimpel \n#indonesiabangkit2019'",indonesia anti ungkit ungkit partai komunis indonesia cari presiden kaitan buruk simpel indonesia bangkit 2019,0,0,0,0,0,0,0,0,0,0,0,0
USER Hehe..ajarin dong sprt apa dlm ajaran kristen?',hehe ajarkan sp ajaran kristen,0,0,0,0,0,0,0,0,0,0,0,0
